9022_282357_000000_000000	INDIANS NEAR NEW WESTMINSTER, B.C. . . . . . . . . . . .	INDIANS NEAR NEW WESTMINSTER, b c . . . . . . . . . . .	false	0	2.85	24.775211
9022_282357_000019_000001	The silent, shaggy, ragged first scouts of the gold stampede wander houseless for years from hill to hill, from gully to gully, up rivers, up stream beds, up dry watercourses, seeking the source of those yellow specks seen far down the mountains near the sea. Precipice, rapids, avalanche, winter storm, take their toll of dead. Corpses are washed down in the spring floods; or the {5} thaw reveals a prospector's shack smashed by a snowslide under which lie two dead 'pardners.' Then, by and by, when everybody has forgotten about it, a shaggy man comes out of the wilds with a leather bag; the bag goes to the mint; and the world goes mad.	The silent, shaggy, ragged first scouts of the gold stampede wander houseless for years from hill to hill, from gully to gully, up rivers, up stream beds, up dry watercourses, seeking the source of those yellow specks seen far down the mountains near the sea. Precipice, rapids, avalanche, winter storm, take their toll of dead. Corpses are washed down in the spring floods; or the {five} thaw reveals a prospector's shack smashed by a snowslide under which lie two dead 'pardners.' Then, by and by, when everybody has forgotten about it, a shaggy man comes out of the wilds with a leather bag; the bag goes to the mint; and the world goes mad.	false	323.48	371.17	24.305777
9022_282357_000020_000000	Victoria went to sleep again.	Victoria went to sleep again.	true	372.2	374.26	21.29075
9022_282357_000020_000001	When men drifted in to trade dust and nuggets for picks and flour, the fur-traders smiled, and rightly surmised that the California diggings were playing out.	When men drifted in to trade dust and nuggets for picks and flour, the fur traders smiled, and rightly surmised that the California diggings were playing out.	true	374.81	384.93	25.385187
9022_282357_000021_000000	Though Vancouver Island was nominally a crown colony, it was still, with New Caledonia, practically a fief of the Hudson's Bay Company. James Douglas was governor.	Though Vancouver Island was nominally a crown colony, it was still, with New Caledonia, practically a fief of the Hudson's Bay Company. james Douglas was governor.	false	384.93	397.66	22.074638
9022_282357_000021_000001	He was assisted in the administration by a council of three, nominated by himself--John Tod, James Cooper, and Roderick Finlayson.	He was assisted in the administration by a council of three, nominated by himself-john Tod, james Cooper, and Roderick Finlayson.	true	397.94	407.65	23.600626
9022_282357_000021_000002	In 1856 a colonial legislature was elected and met at Victoria in August for the first time.[2] But, {6} in fact, the company owned the colony, and its will was supreme in the government. John Work was the company's chief factor at Victoria and Finlayson was chief trader.	In eighteen fifty six a colonial legislature was elected and met at Victoria in August for the first time.[two] But, {six} in fact, the company owned the colony, and its will was supreme in the government. john Work was the company's chief factor at Victoria and Finlayson was chief trader.	false	408.11	472.3	23.715046
9022_282357_000022_000000	Because California and Oregon had gone American, some small British warships lay at Esquimalt harbour.	Because California and Oregon had gone American, some small British warships lay at Esquimalt harbour.	true	473.18	480.61	25.000244
9022_282357_000022_000001	The little fort had expanded beyond the stockade.	The little fort had expanded beyond the stockade.	true	481.1	484.18	24.31662
9022_282357_000022_000002	The governor's house was to the east of the stockade.	The governor's house was to the east of the stockade.	true	484.52	487.51	23.98372
9022_282357_000022_000003	A new church had been built, and the Rev.	A new church had been built, and the Rev.	true	487.7	490.47	24.650402
9022_282357_000022_000004	Edward Cridge, afterwards known as Bishop Cridge, was the rector.	Edward Cridge, afterwards known as Bishop Cridge, was the rector.	true	490.47	495.04	25.46837
9022_282357_000022_000005	Two schools had been built.	Two schools had been built.	false	495.74	497.97	25.724081
9022_282357_000022_000006	Inside the fort were perhaps forty-five employees.	Inside the fort were perhaps forty five employees.	true	497.97	501.1	22
9022_282357_000022_000007	Inside and outside lived some eight hundred people.	Inside and outside lived some eight hundred people.	true	501.8	505.45	26.840492
9022_282357_000022_000008	But grass grew in the roads.	But grass grew in the roads.	true	505.88	507.94	26.015879
9022_282357_000022_000009	There was no noise but the church bell or the fort bell, or the flapping of a sail while a ship came to anchor.	There was no noise but the church bell or the fort bell, or the flapping of a sail while a ship came to anchor.	false	508.16	514.87	25.19841
9022_282357_000022_000010	Three hundred acres about the fort were worked by the company as a farm, which gave employment to about two dozen workmen, and on which were perhaps a hundred cattle and a score of brood mares.	Three hundred acres about the fort were worked by the company as a farm, which gave employment to about two dozen workmen, and on which were perhaps a hundred cattle and a score of brood mares.	true	515.39	527.68	25.68216
9022_282357_000022_000011	The company also had a saw-mill.	The company also had a saw mill.	true	528.5	530.65	23.925909
9022_282357_000022_000012	Buildings of huge, squared timbers flanked three sides of the inner stockades--the dining-hall, the cook-house, the bunk-house, the store, the trader's house.	Buildings of huge, squared timbers flanked three sides of the inner stockades-the dining hall, the cook house, the bunk house, the store, the trader's house.	true	530.96	541.87	23.62964
9022_282357_000022_000013	There were two bastions, and from each cannon pointed.	There were two bastions, and from each cannon pointed.	true	542.45	546.31	26.067127
9022_282357_000022_000014	Close to the {7} wicket at the main entrance stood the postoffice.	Close to the {seven} wicket at the main entrance stood the postoffice.	false	546.83	550.63	25.414957
9022_282357_000022_000015	Only a fringe of settlement went beyond the company's farm.	Only a fringe of settlement went beyond the company's farm.	true	551.15	554.74	19.512087
9022_282357_000022_000016	The fort was sound asleep, secure in an eternal certainty that the domain which it guarded would never be overrun by American settlers as California and Oregon had been.	The fort was sound asleep, secure in an eternal certainty that the domain which it guarded would never be overrun by American settlers as California and Oregon had been.	true	555.26	566.41	23.673197
9022_282357_000022_000017	The little Admiralty cruisers which lay at Esquimalt were guarantee that New Caledonia should never be stampeded into a republic by an inrush of aliens.	The little Admiralty cruisers which lay at Esquimalt were guarantee that New Caledonia should never be stampeded into a republic by an inrush of aliens.	true	567.59	577.96	23.309793
9022_282357_000022_000018	Then, as now, it was Victoria's boast that it was more English than England.	Then, as now, it was Victoria's boast that it was more English than England.	true	578.48	584.47	23.934296
9022_282357_000023_000000	So passed Christmas of '57 with plum-pudding and a roasted ox and toasts to the crown and the company, though we cannot be quite sure that the company was not put before the crown in the souls of the fur-traders.	So passed Christmas of 'fifty seven with plum pudding and a roasted ox and toasts to the crown and the company, though we cannot be quite sure that the company was not put before the crown in the souls of the fur traders.	false	585.44	599.29	23.805946
9022_282357_000024_000000	Then, in March 1858, just when Victoria felt most secure as the capital of a perpetual fur realm, something happened.	Then, in march eighteen fifty eight, just when Victoria felt most secure as the capital of a perpetual fur realm, something happened.	true	600.26	610.24	22.67496
9022_282357_000024_000001	A few Yankee prospectors had gone down on the Hudson's Bay steamer _Otter_ to San Francisco in February with gold dust and nuggets from New Caledonia to exchange for money at the mint.	A few Yankee prospectors had gone down on the Hudson's Bay steamer underscore Otter underscore to San Francisco in February with gold dust and nuggets from New Caledonia to exchange for money at the mint.	false	610.94	622.72	23.930334
9022_282357_000024_000002	The Hudson's Bay men had thought nothing of this. Other treasure-seekers had come to New Caledonia before and had gone back to San Francisco disappointed.	The Hudson's Bay men had thought nothing of this. Other treasure seekers had come to New Caledonia before and had gone back to San Francisco disappointed.	true	623.21	633.76	23.212452
9022_282357_000024_000003	But, in March, these {8} men returned to Victoria.	But, in March, these {eight} men returned to Victoria.	false	634.16	637.6	27.760452
9022_282357_000024_000004	And with them came a mad rabble of gold-crazy prospectors.	And with them came a mad rabble of gold crazy prospectors.	true	637.85	642.525	26.126316
9022_282357_000024_000005	A city of tents sprang up overnight round Victoria.	A city of tents sprang up overnight round Victoria.	true	642.525	645.85	24.531084
9022_282357_000024_000006	The smithy was besieged for picks, for shovels, for iron ladles.	The smithy was besieged for picks, for shovels, for iron ladles.	true	646.13	650.41	24.041151
9022_282357_000024_000007	Men stood in long lines for their turn at the trading-store.	Men stood in long lines for their turn at the trading store.	true	650.72	654.31	21.02563
9022_282357_000024_000008	By canoe, by dugout, by pack-horse, and on foot, they planned to ascend the Fraser, and they mobbed the company for passage to Langley by the first steamer out from Victoria.	By canoe, by dugout, by pack horse, and on foot, they planned to ascend the Fraser, and they mobbed the company for passage to Langley by the first steamer out from Victoria.	true	655.16	666.13	24.439493
9022_282357_000024_000009	Goods were paid for in cash.	Goods were paid for in cash.	true	666.74	668.8	23.155153
9022_282357_000024_000010	Before Finlayson could believe his own eyes, he had two million dollars in his safe, some of it for purchases, some of it on deposit for safe keeping. Though the company gave no guarantee to the depositors and simply sealed each man's leather pouch as it was placed in the safe, no complaint was ever made against it of dishonesty or unfair treatment.	Before Finlayson could believe his own eyes, he had two million dollars in his safe, some of it for purchases, some of it on deposit for safe keeping. Though the company gave no guarantee to the depositors and simply sealed each man's leather pouch as it was placed in the safe, no complaint was ever made against it of dishonesty or unfair treatment.	true	669.2	692.38	23.005613
9022_282357_000025_000000	Without waiting instructions from England and with poignant memory of Oregon, Governor Douglas at once clapped on a licence of twenty-one shillings a month for mining privileges under the British crown.	Without waiting instructions from England and with poignant memory of Oregon, Governor Douglas at once clapped on a licence of twenty one shillings a month for mining privileges under the British crown.	true	693.2	705.67	23.33644
9022_282357_000025_000001	Thus he obtained a rough registration of the men going to the up-country; but thousands passed Victoria altogether and went in by pack-train from Okanagan or rafted across from Puget Sound.	Thus he obtained a rough registration of the men going to the up country; but thousands passed Victoria altogether and went in by pack train from Okanagan or rafted across from Puget Sound.	true	706.16	719.49	24.924238
9022_282357_000025_000002	{9} The month of March had not ended when the first band of gold hunters arrived and settled down a mile and a half below Yale.	{nine} The month of March had not ended when the first band of gold hunters arrived and settled down a mile and a half below Yale.	false	719.49	727.63	21.90904
9022_282357_000025_000003	Another boat-load of eight hundred and fifty came in April.	Another boat load of eight hundred and fifty came in April.	true	728.06	731.47	23.468452
9022_282357_000025_000004	In four months sixty-seven vessels, carrying from a hundred to a thousand men each, had come up from San Francisco to Victoria.	In four months sixty seven vessels, carrying from a hundred to a thousand men each, had come up from San Francisco to Victoria.	true	731.72	740.77	21.960014
9022_282357_000025_000005	Crews deserted their ships, clerks deserted the company, trappers turned miners and took to the gold-bars.	Crews deserted their ships, clerks deserted the company, trappers turned miners and took to the gold bars.	true	741.11	748.51	26.166487
9022_282357_000025_000006	Before Victoria awoke to what it was all about, twenty thousand people were camped under tents outside the stockade, and the air was full of the wildest rumours of fabulous gold finds.	Before Victoria awoke to what it was all about, twenty thousand people were camped under tents outside the stockade, and the air was full of the wildest rumours of fabulous gold finds.	true	749.06	760.75	24.44449
9022_282357_000026_000000	The snowfall had been heavy in '58.	The snowfall had been heavy in 'fifty eight.	false	761.75	764.14	20.198587
9022_282357_000026_000001	In the spring the Fraser rolled to the sea a swollen flood.	In the spring the Fraser rolled to the sea a swollen flood.	true	764.51	768.97	26.335098
9022_282357_000026_000002	Against the turbid current worked tipsy rafts towed by wheezy steamers or leaky old sailing craft, and rickety row-boats raced cockle-shell canoes for the gold-bars above.	Against the turbid current worked tipsy rafts towed by wheezy steamers or leaky old sailing craft, and rickety row boats raced cockle shell canoes for the gold bars above.	true	769.28	783.01	24.260948
9022_282357_000026_000003	Ashore, the banks of the river were lined with foot passengers toiling under heavy packs, wagons to which clung human forms on every foot of space, and long rows of pack-horses bogged in the flood of the overflowing river.	Ashore, the banks of the river were lined with foot passengers toiling under heavy packs, wagons to which clung human forms on every foot of space, and long rows of pack horses bogged in the flood of the overflowing river.	true	783.62	798.7	23.012417
9022_282357_000026_000004	By September ten thousand men were rocking and washing for gold round Yale.	By September ten thousand men were rocking and washing for gold round Yale.	true	799.46	804.76	18.535465
9022_282357_000027_000000	As in the late Kootenay and in the still later {10} Klondike stampede, American cities at the coast benefited most.	As in the late Kootenay and in the still later {ten} Klondike stampede, American cities at the coast benefited most.	false	805.55	813.07	25.137403
9022_282357_000027_000001	Victoria was a ten-hour trip from the mainland.	Victoria was a ten hour trip from the mainland.	true	813.47	816.4	27.886768
9022_282357_000027_000002	Whatcom and Townsend, on the American side, advertised the advantages of the Washington route to the Fraser river gold-mines.	Whatcom and Townsend, on the American side, advertised the advantages of the Washington route to the Fraser river gold mines.	true	816.8	824.53	23.872955
9022_282357_000027_000003	A mushroom boom in town lots had sprung up at these points before Victoria was well awake.	A mushroom boom in town lots had sprung up at these points before Victoria was well awake.	true	824.99	830.83	25.125332
9022_282357_000027_000004	By the time speculators reached Victoria the best lots in that place had already been bought by the company's men; and some of the substantial fortunes of Victoria date from this period.	By the time speculators reached Victoria the best lots in that place had already been bought by the company's men; and some of the substantial fortunes of Victoria date from this period.	true	831.41	843.1	23.274717
9022_282357_000027_000005	Though the river was so high that the richest bars could not be worked till late in August, five hundred thousand dollars in gold was taken from the bed of the Fraser during the first six months of '58.	Though the river was so high that the richest bars could not be worked till late in August, five hundred thousand dollars in gold was taken from the bed of the Fraser during the first six months of 'fifty eight.	true	843.95	856.81	23.43468
9022_282357_000027_000006	This amount, divided among the ten thousand men who were on the bars around Yale, would not average as much as they could have earned as junior clerks with the fur company, or as peanut pedlars in San Francisco; but not so does the mind of the miner work.	This amount, divided among the ten thousand men who were on the bars around Yale, would not average as much as they could have earned as junior clerks with the fur company, or as peanut pedlars in San Francisco; but not so does the mind of the miner work.	true	857.45	874	23.791489
9022_282357_000027_000007	Here was gold to be scooped up for nothing by the first comer; and more vessels ploughed their way up the Fraser, though Governor Douglas sought to catch those who came by Puget Sound and evaded licence by charging six dollars toll each for all {11} canoes on the Fraser and twelve dollars for each vessel with decks.	Here was gold to be scooped up for nothing by the first comer; and more vessels ploughed their way up the Fraser, though Governor Douglas sought to catch those who came by Puget Sound and evaded licence by charging six dollars toll each for all {eleven} canoes on the Fraser and twelve dollars for each vessel with decks.	false	874.52	894.82	25.125175
9022_282357_000027_000008	Later these tolls were disallowed by the home authorities.	Later these tolls were disallowed by the home authorities.	true	895.76	900.31	22.439606
9022_282357_000027_000009	The prompt action of Douglas, however, had the effect of keeping the mining movement in hand.	The prompt action of Douglas, however, had the effect of keeping the mining movement in hand.	true	900.41	905.95	26.473125
9022_282357_000027_000010	Though the miners were of the same class as the 'argonauts' of California, they never broke into the lawlessness that compelled vigilance committees in San Francisco.	Though the miners were of the same class as the 'argonauts' of California, they never broke into the lawlessness that compelled vigilance committees in San Francisco.	true	906.26	916.89	23.113388
9022_282357_000028_000000	[Illustration: Sir James Douglas.	[Illustration: Sir james Douglas.	false	916.89	917.31	-20
9022_282357_000028_000001	From a portrait by Savannah]	From a portrait by Savannah]	false	917.31	917.835	2
9022_282357_000029_000000	Judge Howay gives the letter of a treasure-seeker who reached the Fraser in April, the substance of which is as follows:	Judge Howay gives the letter of a treasure seeker who reached the Fraser in April, the substance of which is as follows:	true	917.835	925.17	23.252186
9022_282357_000030_000000	We're now located thirty miles above the junction of the Fraser and the Thompson on Fraser River...	We're now located thirty miles above the junction of the Fraser and the Thompson on Fraser River...	false	925.17	932.2	24.049376
9022_282357_000030_000001	About a fourth of the canoes that attempt to come up are lost in the rapids which extend from Fort Yale nearly to the Forks.	About a fourth of the canoes that attempt to come up are lost in the rapids which extend from Fort Yale nearly to the Forks.	true	932.57	940.24	22.499687
9022_282357_000030_000002	A few days ago six men were drowned by their canoe upsetting.	A few days ago six men were drowned by their canoe upsetting.	true	940.58	944.71	24.250256
9022_282357_000030_000003	There is more danger going down than coming up.	There is more danger going down than coming up.	true	945.14	948.25	21.94407
9022_282357_000030_000004	There can be no doubt about this country being immensely rich in gold.	There can be no doubt about this country being immensely rich in gold.	true	948.65	952.96	23.80254
9022_282357_000030_000005	Almost every bar on the river from Yale up will pay from three dollars to seven dollars a day to the man at the present stage of water.	Almost every bar on the river from Yale up will pay from three dollars to seven dollars a day to the man at the present stage of water.	true	953.24	961.54	23.958055
9022_282357_000030_000006	When the river gets low, which will be about August, the bars will pay very well.	When the river gets low, which will be about August, the bars will pay very well.	true	962.3	967.23	23.935371
9022_282357_000030_000007	One hundred and ninety-six dollars was taken out by one man last winter in a few hours, but the water was then at its lowest stage.	One hundred and ninety six dollars was taken out by one man last winter in a few hours, but the water was then at its lowest stage.	false	967.23	975.97	21.035828
9022_282357_000030_000008	The gold on the bars is all very fine and hard to save in a rocker, but with quicksilver properly {12} managed, good wages can be made almost anywhere on the river as long as the bars are actually covered with water.	The gold on the bars is all very fine and hard to save in a rocker, but with quicksilver properly {twelve} managed, good wages can be made almost anywhere on the river as long as the bars are actually covered with water.	false	976.31	989.35	23.665066
9022_282357_000030_000009	We have not yet been able to find a place where we can work anything but rockers.	We have not yet been able to find a place where we can work anything but rockers.	false	989.93	994.78	24.152407
9022_282357_000030_000010	If we could get a sluice to work, we could make from twelve dollars to sixteen dollars a day each.	If we could get a sluice to work, we could make from twelve dollars to sixteen dollars a day each.	false	995.15	1001.23	25.124922
9022_282357_000030_000011	We only commenced work yesterday and we are satisfied that when we get fully under way we can make from five dollars to seven dollars a day each.	We only commenced work yesterday and we are satisfied that when we get fully under way we can make from five dollars to seven dollars a day each.	true	1001.72	1010.71	24.276232
9022_282357_000030_000012	The prospect is better as we go up the river on the bars.	The prospect is better as we go up the river on the bars.	true	1011.11	1014.64	26
9022_282357_000030_000013	The gold is not any coarser, but there is more of it.	The gold is not any coarser, but there is more of it.	true	1015.04	1018.36	22.901394
9022_282357_000030_000014	There are also in that region diggings of coarser gold on small streams that empty into the main river.	There are also in that region diggings of coarser gold on small streams that empty into the main river.	true	1018.61	1024.93	22.858894
